CA,AA,CB,AB,DOM,INT,PRED,ZA,ZB,TA,TB,AT
AT+ANT+PT,El Arquitecto del Caos,AT,El Estratega,B,=,@EQUIL El Arquitecto del Caos y El Estratega.,"@ZK_D, @ZK_B, @ZK_C",@ZK_D,El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Estratega @ZD_TEC,Enfrentamiento entre arquetipo triple y simple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+ANT+PT,El Arquitecto del Caos,PNT,El Escudo,B,VL,@VENT_LIG El Escudo.,"@ZK_D, @ZK_B, @ZK_C",@ZK_A,El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Escudo @ZR_DEF,Enfrentamiento entre arquetipo triple y simple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+ANT+PT,El Arquitecto del Caos,PT,El Francotirador,A,VA,@VENT_LIG El Arquitecto del Caos.,"@ZK_D, @ZK_B, @ZK_C",@ZK_C,El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Francotirador @ZC_PREC,Enfrentamiento entre arquetipo triple y simple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+ANT+PT,El Arquitecto del Caos,ANT+AT,El Vendaval,B,VL,@VENT_LIG El Vendaval.,"@ZK_D, @ZK_B, @ZK_C","@ZK_B, @ZK_D",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Vendaval @ZB_ACT y El Vendaval @ZD_TEC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+ANT+PT,El Arquitecto del Caos,AT+ANT,El Huracán,B,=,@EQUIL El Arquitecto del Caos y El Huracán.,"@ZK_D, @ZK_B, @ZK_C","@ZK_D, @ZK_B",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Huracán @ZD_TEC y El Huracán @ZB_ACT,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+ANT+PT,El Arquitecto del Caos,AT+PNT,El Guardián,B,=,@EQUIL El Arquitecto del Caos y El Guardián.,"@ZK_D, @ZK_B, @ZK_C","@ZK_D, @ZK_A",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Guardián @ZD_TEC y El Guardián @ZR_DEF,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+ANT+PT,El Arquitecto del Caos,AT+PT,El Cirujano,A,VL,@VENT_LIG El Arquitecto del Caos.,"@ZK_D, @ZK_B, @ZK_C","@ZK_D, @ZK_C",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Cirujano @ZD_TEC y El Cirujano @ZC_PREC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+ANT+PT,El Arquitecto del Caos,PNT+AT,El Bastión Técnico,B,VL,@VENT_LIG El Bastión Técnico.,"@ZK_D, @ZK_B, @ZK_C","@ZK_A, @ZK_D",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+ANT+PT,El Arquitecto del Caos,PT+AT,El Maestro del Pulso,A,VL,@VENT_LIG El Arquitecto del Caos.,"@ZK_D, @ZK_B, @ZK_C","@ZK_C, @ZK_D",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+ANT+PT,El Arquitecto del Caos,ANT+PNT,La Bestia,B,VL,@VENT_LIG La Bestia.,"@ZK_D, @ZK_B, @ZK_C","@ZK_B, @ZK_A",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,La Bestia @ZB_ACT y La Bestia @ZR_DEF,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+ANT+PT,El Arquitecto del Caos,ANT+PT,El Castigador,A,=,@EQUIL El Arquitecto del Caos y El Castigador.,"@ZK_D, @ZK_B, @ZK_C","@ZK_B, @ZK_C",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Castigador @ZB_ACT y El Castigador @ZC_PREC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+ANT+PT,El Arquitecto del Caos,PNT+ANT,El Feral,B,VL,@VENT_LIG El Feral.,"@ZK_D, @ZK_B, @ZK_C","@ZK_A, @ZK_B",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Feral @ZR_DEF y El Feral @ZB_ACT,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+ANT+PT,El Arquitecto del Caos,PT+ANT,El Demoledor Silencioso,A,=,@EQUIL El Arquitecto del Caos y El Demoledor Silencioso.,"@ZK_D, @ZK_B, @ZK_C","@ZK_C, @ZK_B",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Demoledor Silencioso @ZC_PREC y El Demoledor Silencioso @ZB_ACT,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+ANT+PT,El Arquitecto del Caos,PNT+PT,El Ancla,B,=,@EQUIL El Arquitecto del Caos y El Ancla.,"@ZK_D, @ZK_B, @ZK_C","@ZK_A, @ZK_C",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Ancla @ZR_DEF y El Ancla @ZC_PREC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+ANT+PT,El Arquitecto del Caos,PT+PNT,La Muralla,A,=,@EQUIL El Arquitecto del Caos y La Muralla.,"@ZK_D, @ZK_B, @ZK_C","@ZK_C, @ZK_A",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,La Muralla @ZC_PREC y La Muralla @ZR_DEF,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+ANT+PT,El Arquitecto del Caos,ANT+AT+PNT,El Coloso del Centro,B,VL,@VENT_LIG El Coloso del Centro.,"@ZK_D, @ZK_B, @ZK_C","@ZK_B, @ZK_D, @ZK_A",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Coloso del Centro @ZB_ACT y El Coloso del Centro @ZD_TEC y El Coloso del Centro @ZR_DEF,
AT+ANT+PT,El Arquitecto del Caos,ANT+AT+PT,El Estratega Salvaje,B,=,@EQUIL El Arquitecto del Caos y El Estratega Salvaje.,"@ZK_D, @ZK_B, @ZK_C","@ZK_B, @ZK_D, @ZK_C",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Estratega Salvaje @ZB_ACT y El Estratega Salvaje @ZD_TEC y El Estratega Salvaje @ZC_PREC,
AT+ANT+PT,El Arquitecto del Caos,ANT+PNT+AT,,B,VL,@VENT_LIG nan.,"@ZK_D, @ZK_B, @ZK_C","@ZK_B, @ZK_A, @ZK_D",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,nan @ZB_ACT y nan @ZR_DEF y nan @ZD_TEC,
AT+ANT+PT,El Arquitecto del Caos,ANT+PT+AT,El Incursor,B,=,@EQUIL El Arquitecto del Caos y El Incursor.,"@ZK_D, @ZK_B, @ZK_C","@ZK_B, @ZK_C, @ZK_D",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Incursor @ZB_ACT y El Incursor @ZC_PREC y El Incursor @ZD_TEC,
AT+ANT+PT,El Arquitecto del Caos,AT+ANT+PNT,El Inquebrantable,B,=,@EQUIL El Arquitecto del Caos y El Inquebrantable.,"@ZK_D, @ZK_B, @ZK_C","@ZK_D, @ZK_B, @ZK_A",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Inquebrantable @ZD_TEC y El Inquebrantable @ZB_ACT y El Inquebrantable @ZR_DEF,
AT+ANT+PT,El Arquitecto del Caos,AT+ANT+PT,El Arquitecto del Caos,=,=,@EQUIL El Arquitecto del Caos y El Arquitecto del Caos.,"@ZK_D, @ZK_B, @ZK_C","@ZK_D, @ZK_B, @ZK_C",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,
AT+ANT+PT,El Arquitecto del Caos,AT+PNT+ANT,El León Técnico,B,=,@EQUIL El Arquitecto del Caos y El León Técnico.,"@ZK_D, @ZK_B, @ZK_C","@ZK_D, @ZK_A, @ZK_B",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,
AT+ANT+PT,El Arquitecto del Caos,AT+PNT+PT,El Guerrero del Muro,B,=,@EQUIL El Arquitecto del Caos y El Guerrero del Muro.,"@ZK_D, @ZK_B, @ZK_C","@ZK_D, @ZK_A, @ZK_C",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Guerrero del Muro @ZD_TEC y El Guerrero del Muro @ZR_DEF y El Guerrero del Muro @ZC_PREC,
AT+ANT+PT,El Arquitecto del Caos,AT+PT+ANT,El Alquimista del Ritmo,A,=,@EQUIL El Arquitecto del Caos y El Alquimista del Ritmo.,"@ZK_D, @ZK_B, @ZK_C","@ZK_D, @ZK_C, @ZK_B",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Alquimista del Ritmo @ZD_TEC y El Alquimista del Ritmo @ZC_PREC y El Alquimista del Ritmo @ZB_ACT,
AT+ANT+PT,El Arquitecto del Caos,AT+PT+PNT,El Sabio de Hierro,A,=,@EQUIL El Arquitecto del Caos y El Sabio de Hierro.,"@ZK_D, @ZK_B, @ZK_C","@ZK_D, @ZK_C, @ZK_A",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Sabio de Hierro @ZD_TEC y El Sabio de Hierro @ZC_PREC y El Sabio de Hierro @ZR_DEF,
AT+ANT+PT,El Arquitecto del Caos,PNT+ANT+AT,El Fénix del Caos,B,VL,@VENT_LIG El Fénix del Caos.,"@ZK_D, @ZK_B, @ZK_C","@ZK_A, @ZK_B, @ZK_D",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Fénix del Caos @ZR_DEF y El Fénix del Caos @ZB_ACT y El Fénix del Caos @ZD_TEC,
AT+ANT+PT,El Arquitecto del Caos,PNT+AT+ANT,El Legionario,B,VL,@VENT_LIG El Legionario.,"@ZK_D, @ZK_B, @ZK_C","@ZK_A, @ZK_D, @ZK_B",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Legionario @ZR_DEF y El Legionario @ZD_TEC y El Legionario @ZB_ACT,
AT+ANT+PT,El Arquitecto del Caos,PNT+AT+PT,El Centinela de Acero,B,=,@EQUIL El Arquitecto del Caos y El Centinela de Acero.,"@ZK_D, @ZK_B, @ZK_C","@ZK_A, @ZK_D, @ZK_C",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Centinela de Acero @ZR_DEF y El Centinela de Acero @ZD_TEC y El Centinela de Acero @ZC_PREC,
AT+ANT+PT,El Arquitecto del Caos,PNT+PT+AT,El Bastión del Ritmo,B,=,@EQUIL El Arquitecto del Caos y El Bastión del Ritmo.,"@ZK_D, @ZK_B, @ZK_C","@ZK_A, @ZK_C, @ZK_D",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Bastión del Ritmo @ZR_DEF y El Bastión del Ritmo @ZC_PREC y El Bastión del Ritmo @ZD_TEC,
AT+ANT+PT,El Arquitecto del Caos,PT+ANT+AT,El Constructor del Combate,A,=,@EQUIL El Arquitecto del Caos y El Constructor del Combate.,"@ZK_D, @ZK_B, @ZK_C","@ZK_C, @ZK_B, @ZK_D",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Constructor del Combate @ZC_PREC y El Constructor del Combate @ZB_ACT y El Constructor del Combate @ZD_TEC,
AT+ANT+PT,El Arquitecto del Caos,PT+AT+ANT,El Estrangulador Táctico,A,=,@EQUIL El Arquitecto del Caos y El Estrangulador Táctico.,"@ZK_D, @ZK_B, @ZK_C","@ZK_C, @ZK_D, @ZK_B",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Estrangulador Táctico @ZC_PREC y El Estrangulador Táctico @ZD_TEC y El Estrangulador Táctico @ZB_ACT,
AT+ANT+PT,El Arquitecto del Caos,PT+AT+PNT,El Táctico Blindado,A,=,@EQUIL El Arquitecto del Caos y El Táctico Blindado.,"@ZK_D, @ZK_B, @ZK_C","@ZK_C, @ZK_D, @ZK_A",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Táctico Blindado @ZC_PREC y El Táctico Blindado @ZD_TEC y El Táctico Blindado @ZR_DEF,
AT+ANT+PT,El Arquitecto del Caos,PT+PNT+AT,El Monje de la Jaula,A,=,@EQUIL El Arquitecto del Caos y El Monje de la Jaula.,"@ZK_D, @ZK_B, @ZK_C","@ZK_C, @ZK_A, @ZK_D",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Monje de la Jaula @ZC_PREC y El Monje de la Jaula @ZR_DEF y El Monje de la Jaula @ZD_TEC,
AT+ANT+PT,El Arquitecto del Caos,ANT+PNT+PT,El Ciclón Imparable,B,=,@EQUIL El Arquitecto del Caos y El Ciclón Imparable.,"@ZK_D, @ZK_B, @ZK_C","@ZK_B, @ZK_A, @ZK_C",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Ciclón Imparable @ZB_ACT y El Ciclón Imparable @ZR_DEF y El Ciclón Imparable @ZC_PREC,
AT+ANT+PT,El Arquitecto del Caos,ANT+PT+PNT,El Gladiador Salvaje,B,=,@EQUIL El Arquitecto del Caos y El Gladiador Salvaje.,"@ZK_D, @ZK_B, @ZK_C","@ZK_B, @ZK_C, @ZK_A",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Gladiador Salvaje @ZB_ACT y El Gladiador Salvaje @ZC_PREC y El Gladiador Salvaje @ZR_DEF,
AT+ANT+PT,El Arquitecto del Caos,PNT+ANT+PT,El Martillo de Hierro,B,=,@EQUIL El Arquitecto del Caos y El Martillo de Hierro.,"@ZK_D, @ZK_B, @ZK_C","@ZK_A, @ZK_B, @ZK_C",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,
AT+ANT+PT,El Arquitecto del Caos,PNT+PT+ANT,El Coloso Salvaje,B,=,@EQUIL El Arquitecto del Caos y El Coloso Salvaje.,"@ZK_D, @ZK_B, @ZK_C","@ZK_A, @ZK_C, @ZK_B",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,
AT+ANT+PT,El Arquitecto del Caos,PT+ANT+PNT,El Bárbaro del Octágono,A,=,@EQUIL El Arquitecto del Caos y El Bárbaro del Octágono.,"@ZK_D, @ZK_B, @ZK_C","@ZK_C, @ZK_B, @ZK_A",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,
AT+ANT+PT,El Arquitecto del Caos,PT+PNT+ANT,El Titán Silencioso,A,=,@EQUIL El Arquitecto del Caos y El Titán Silencioso.,"@ZK_D, @ZK_B, @ZK_C","@ZK_C, @ZK_A, @ZK_B",El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,
AT+PNT+ANT,El León Técnico,ANT,El Depredador,B,VL,@VENT_LIG El Depredador.,"@ZK_D, @ZK_A, @ZK_B",@ZK_B,El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,El Depredador @ZB_ACT,Enfrentamiento entre arquetipo triple y simple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+PNT+ANT,El León Técnico,AT,El Estratega,A,VL,@VENT_LIG El León Técnico.,"@ZK_D, @ZK_A, @ZK_B",@ZK_D,El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,El Estratega @ZD_TEC,Enfrentamiento entre arquetipo triple y simple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+PNT+ANT,El León Técnico,PNT,El Escudo,B,VL,@VENT_LIG El Escudo.,"@ZK_D, @ZK_A, @ZK_B",@ZK_A,El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,El Escudo @ZR_DEF,Enfrentamiento entre arquetipo triple y simple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+PNT+ANT,El León Técnico,PT,El Francotirador,A,VA,@VENT_LIG El León Técnico.,"@ZK_D, @ZK_A, @ZK_B",@ZK_C,El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,El Francotirador @ZC_PREC,Enfrentamiento entre arquetipo triple y simple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+PNT+ANT,El León Técnico,ANT+AT,El Vendaval,B,=,@EQUIL El León Técnico y El Vendaval.,"@ZK_D, @ZK_A, @ZK_B","@ZK_B, @ZK_D",El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,El Vendaval @ZB_ACT y El Vendaval @ZD_TEC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+PNT+ANT,El León Técnico,AT+ANT,El Huracán,A,=,@EQUIL El León Técnico y El Huracán.,"@ZK_D, @ZK_A, @ZK_B","@ZK_D, @ZK_B",El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,El Huracán @ZD_TEC y El Huracán @ZB_ACT,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+PNT+ANT,El León Técnico,AT+PNT,El Guardián,A,=,@EQUIL El León Técnico y El Guardián.,"@ZK_D, @ZK_A, @ZK_B","@ZK_D, @ZK_A",El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,El Guardián @ZD_TEC y El Guardián @ZR_DEF,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+PNT+ANT,El León Técnico,AT+PT,El Cirujano,A,VL,@VENT_LIG El León Técnico.,"@ZK_D, @ZK_A, @ZK_B","@ZK_D, @ZK_C",El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,El Cirujano @ZD_TEC y El Cirujano @ZC_PREC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+PNT+ANT,El León Técnico,PNT+AT,El Bastión Técnico,B,=,@EQUIL El León Técnico y El Bastión Técnico.,"@ZK_D, @ZK_A, @ZK_B","@ZK_A, @ZK_D",El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+PNT+ANT,El León Técnico,PT+AT,El Maestro del Pulso,A,VA,@VENT_LIG El León Técnico.,"@ZK_D, @ZK_A, @ZK_B","@ZK_C, @ZK_D",El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+PNT+ANT,El León Técnico,ANT+PNT,La Bestia,B,VL,@VENT_LIG La Bestia.,"@ZK_D, @ZK_A, @ZK_B","@ZK_B, @ZK_A",El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,La Bestia @ZB_ACT y La Bestia @ZR_DEF,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+PNT+ANT,El León Técnico,ANT+PT,El Castigador,A,=,@EQUIL El León Técnico y El Castigador.,"@ZK_D, @ZK_A, @ZK_B","@ZK_B, @ZK_C",El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,El Castigador @ZB_ACT y El Castigador @ZC_PREC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+PNT+ANT,El León Técnico,PNT+ANT,El Feral,B,VL,@VENT_LIG El Feral.,"@ZK_D, @ZK_A, @ZK_B","@ZK_A, @ZK_B",El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,El Feral @ZR_DEF y El Feral @ZB_ACT,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+PNT+ANT,El León Técnico,PT+ANT,El Demoledor Silencioso,A,VL,@VENT_LIG El León Técnico.,"@ZK_D, @ZK_A, @ZK_B","@ZK_C, @ZK_B",El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,El Demoledor Silencioso @ZC_PREC y El Demoledor Silencioso @ZB_ACT,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+PNT+ANT,El León Técnico,PNT+PT,El Ancla,B,=,@EQUIL El León Técnico y El Ancla.,"@ZK_D, @ZK_A, @ZK_B","@ZK_A, @ZK_C",El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,El Ancla @ZR_DEF y El Ancla @ZC_PREC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+PNT+ANT,El León Técnico,PT+PNT,La Muralla,A,=,@EQUIL El León Técnico y La Muralla.,"@ZK_D, @ZK_A, @ZK_B","@ZK_C, @ZK_A",El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,La Muralla @ZC_PREC y La Muralla @ZR_DEF,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT+PNT+ANT,El León Técnico,ANT+AT+PNT,El Coloso del Centro,B,=,@EQUIL El León Técnico y El Coloso del Centro.,"@ZK_D, @ZK_A, @ZK_B","@ZK_B, @ZK_D, @ZK_A",El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,El Coloso del Centro @ZB_ACT y El Coloso del Centro @ZD_TEC y El Coloso del Centro @ZR_DEF,
AT+PNT+ANT,El León Técnico,ANT+AT+PT,El Estratega Salvaje,A,=,@EQUIL El León Técnico y El Estratega Salvaje.,"@ZK_D, @ZK_A, @ZK_B","@ZK_B, @ZK_D, @ZK_C",El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,El Estratega Salvaje @ZB_ACT y El Estratega Salvaje @ZD_TEC y El Estratega Salvaje @ZC_PREC,
AT+PNT+ANT,El León Técnico,ANT+PNT+AT,,B,=,@EQUIL El León Técnico y nan.,"@ZK_D, @ZK_A, @ZK_B","@ZK_B, @ZK_A, @ZK_D",El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,nan @ZB_ACT y nan @ZR_DEF y nan @ZD_TEC,
AT+PNT+ANT,El León Técnico,ANT+PT+AT,El Incursor,A,=,@EQUIL El León Técnico y El Incursor.,"@ZK_D, @ZK_A, @ZK_B","@ZK_B, @ZK_C, @ZK_D",El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,El Incursor @ZB_ACT y El Incursor @ZC_PREC y El Incursor @ZD_TEC,
AT+PNT+ANT,El León Técnico,AT+ANT+PNT,El Inquebrantable,A,=,@EQUIL El León Técnico y El Inquebrantable.,"@ZK_D, @ZK_A, @ZK_B","@ZK_D, @ZK_B, @ZK_A",El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,El Inquebrantable @ZD_TEC y El Inquebrantable @ZB_ACT y El Inquebrantable @ZR_DEF,
AT+PNT+ANT,El León Técnico,AT+ANT+PT,El Arquitecto del Caos,A,=,@EQUIL El León Técnico y El Arquitecto del Caos.,"@ZK_D, @ZK_A, @ZK_B","@ZK_D, @ZK_B, @ZK_C",El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,
