Fighter,Division,division_ranking,Birth_Date,Career_Record,Sig_Strikes_Thrown,Sig_Strikes_Landed,Sig_Strikes_Absorbed,Takedowns_Attempted,Takedowns_Successful,Takedowns_Defended,Sub_Attempts,Sub_Attempts_Defended,Knockdowns,Knockdowns_Received,Control_Time_Seconds,Time_Controlled_Seconds,height_inches,reach_inches,win,loss,draws,win_kotko,win_sub,win_decision,loss_kotko,loss_sub,loss_decision,Fight_Duration_Seconds,significant_strikes_attempted_against,takedowns_attempted_against,takedowns_allowed,submission_attempts_against,Number_of_Fights_36m,Dates_36m,picture_url,ufcstats_url
Court McGee (The Crusher),Welterweight,,12-12-1984,23-14-0,360,121,126,14,3,2,1,1,0,1,480,94,71,75,1,3,0,0,1,0,1,0,2,562,329,2,0,1,4,"14-06-2025:c58f51dedb310998:L,05-10-2024:4b47e71384a9522f:W,06-04-2024:cdb96af67d096b1e:L,13-05-2023:31123249b0bbf52e:L",img/court_mcgee.png,http://ufcstats.com/fighter-details/523fa774700d7d3f
Rhys McKee (Skeletor),Welterweight,,10-09-1995,14-7-1,522,183,250,7,0,9,0,0,3,1,476,605,74,78,1,3,0,1,0,0,1,0,2,705,502,16,7,0,4,"06-09-2025:1d2d98ddd05b38fb:L,05-04-2025:7cec3c4a5e7b6d68:W,30-03-2024:c68c68efaa5ca6ef:L,02-09-2023:1497e735d9f2560a:L",img/rhys_mckee.png,http://ufcstats.com/fighter-details/f748267c4ab6c127
Cory McKenna (Poppins),W_Strawweight,,11-07-1999,8-4-0,135,44,91,7,2,1,0,3,0,0,376,193,63,58,0,2,0,0,0,0,0,1,1,499,150,1,0,4,2,"12-10-2024:abb68e3c7ca128f2:L,16-03-2024:bc7d1ad49fcb2d08:L",img/cory_mckenna.png,http://ufcstats.com/fighter-details/3351aa64aa83c4d9
Terrance McKinney (T. Wrecks),Lightweight,,15-09-1994,17-8-0,228,141,59,8,3,3,3,0,1,2,381,136,70,73,4,3,0,3,1,0,1,2,0,119,103,5,2,2,7,"06-12-2025:fd406a32a6fb3a29:L,28-06-2025:19c591115a58982c:W,01-02-2025:38c626ca912c7bac:W,11-05-2024:323d4ca260dfa0ba:L,14-10-2023:d7fe8c6b7d2872e5:W,12-08-2023:d80ee110748171ac:W,15-07-2023:ff62013d2fce6d13:L",img/terrance_mckinney.png,http://ufcstats.com/fighter-details/809bd1a871491508
Jackson McVey (The Moose),Catch Weight,,25-03-1999,6-2-0,88,60,39,1,0,0,0,0,0,0,151,211,76,77,0,2,0,0,0,0,0,2,0,306,51,4,4,2,2,"08-11-2025:23dec7c47cb418f8:L,19-07-2025:1e719d4b676dc19a:L",img/jackson_mcvey.png,http://ufcstats.com/fighter-details/3eeec2f53cebdf12
Tim Means (The Dirty Bird),Welterweight,,20-02-1984,33-17-1 (1 NC),260,156,105,7,2,1,0,0,2,1,295,170,74,75,1,3,0,1,0,0,1,2,0,358,231,3,2,2,4,"05-10-2024:523fa774700d7d3f:L,27-04-2024:681399317dbf4701:L,23-09-2023:33efaf2d0941cfcf:W,13-05-2023:cdb96af67d096b1e:L",img/tim_means.png,http://ufcstats.com/fighter-details/4b47e71384a9522f
MarQuel Mederos,Lightweight,,30-11-1996,11-1-0,379,214,139,6,0,18,0,1,1,0,384,857,70,69,3,0,0,0,0,3,0,0,0,900,328,23,5,1,3,"07-06-2025:001eb2ab0f30e7ea:W,29-03-2025:d2cd7a69cc55e7ed:W,03-02-2024:267f4a6568abe245:W",img/marquel_mederos.png,http://ufcstats.com/fighter-details/e2be0c1a9b886d92
Uros Medic (The Doctor),Welterweight,12,25-04-1993,13-3-0,211,115,90,2,1,8,0,0,5,3,34,603,73,71,5,2,0,5,0,0,1,1,0,239,199,15,7,1,7,"21-02-2026:b997be68943010fc:W,08-11-2025:447f9858ae78f921:W,09-08-2025:b12fb759e02378de:W,11-01-2025:64facb6cc564262d:L,27-04-2024:4b47e71384a9522f:W,18-11-2023:bf2c8e01b07d3eb1:L,29-07-2023:4aa58269d0664b5b:W",img/uros_medic.png,http://ufcstats.com/fighter-details/681399317dbf4701
Mateus Mendonca (Bocao),Flyweight,,17-01-1999,10-3-0,47,21,48,11,4,3,1,1,0,0,598,382,66,71,0,2,0,0,0,0,1,0,1,590,71,4,1,1,2,"24-02-2024:c051c2e12d692b8a:L,07-10-2023:6e9f40c706f91f32:L",img/mateus_mendonca.png,http://ufcstats.com/fighter-details/48812daf291a4e23
Alonzo Menifield (Atomic),Light_Heavyweight,,18-10-1987,17-6-1,471,223,304,3,1,17,1,0,1,3,322,830,72,76,4,3,0,0,1,3,3,0,0,530,601,20,3,0,7,"22-11-2025:0845c81e37d3bcb3:L,14-06-2025:46e2011d92463b7e:W,22-02-2025:6add18754930182b:W,03-08-2024:e90a2f22417af68e:L,11-05-2024:9014c02eff8b3d62:L,16-12-2023:e4277e87a789d687:W,08-07-2023:70e1f8a821b72c8b:W",img/alonzo_menifield.png,http://ufcstats.com/fighter-details/a495f599e787614f
Jonathan Micallef (The Captain),Welterweight,,05-03-1999,9-1-0,251,104,107,1,1,2,1,0,1,0,104,71,72,77,2,0,0,0,1,1,0,0,0,705,250,2,0,0,2,"31-01-2026:6b56e94a59b7b134:W,08-02-2025:dda15dbfafb792df:W",img/jonathan_micallef.png,http://ufcstats.com/fighter-details/f782f953bfe7b5f2
Jim Miller (A-10),Lightweight,,30-08-1983,38-19-0 (1 NC),348,163,304,3,3,9,4,1,1,1,336,690,68,71,3,2,0,1,2,0,0,0,2,558,583,18,9,1,5,"12-04-2025:971246648e162f0d:L,16-11-2024:29af297d9f1de0f8:W,13-04-2024:887961364be5ceb3:L,13-01-2024:436f970c9ea9169c:W,03-06-2023:a75a48bfe776b2c2:W",img/jim_miller.png,http://ufcstats.com/fighter-details/d1941565abf50b16
Juliana Miller (Killer),W_Flyweight,,07-05-1996,5-4-0,331,112,229,27,5,4,4,0,0,0,816,716,67,66,1,3,0,0,0,1,1,0,2,730,420,9,5,0,4,"21-02-2026:f1ab6f37492c630a:L,03-05-2025:38c5817ade8a8014:W,12-08-2023:5078e1dacf9d25f4:L,18-03-2023:4798e823ada58fe9:L",img/juliana_miller.png,http://ufcstats.com/fighter-details/aa0c573da7119292
Ty Miller (Thriller),Welterweight,,04-06-2000,7-0-0 (1 NC),121,59,36,0,0,2,0,0,1,0,3,0,74,77,1,0,0,1,0,0,0,0,0,299,73,2,0,0,1,24-01-2026:a01a62132460a98d:W,img/ty_miller.png,http://ufcstats.com/fighter-details/0859524157a19045
Stipe Miocic,Heavyweight,,19-08-1982,20-5-0,89,37,96,0,0,0,0,0,0,1,0,231,76,80,0,1,0,0,0,0,1,0,0,869,119,1,1,0,1,16-11-2024:07f72a2a7591b409:L,img/stipe_miocic.png,http://ufcstats.com/fighter-details/d28dee5c705991df
Gabriel Miranda (Fly),Featherweight,,25-03-1990,17-8-0,79,31,53,10,4,0,2,0,0,3,184,181,71,71,1,2,0,0,1,0,2,0,0,210,86,2,2,0,3,"29-03-2025:e00a3dee329a51f7:L,28-09-2024:5b03b61f9d90125e:L,09-09-2023:4cd8b03aee1d0138:W",img/gabriel_miranda.png,http://ufcstats.com/fighter-details/b909a9a9688b5284
Bryce Mitchell (Thug Nasty),Bantamweight,,04-10-1994,18-4-0,163,98,73,40,11,0,1,4,0,3,1653,348,70,70,3,2,0,1,0,2,1,1,0,617,191,0,0,5,5,"26-07-2025:0fd5f4b838e890cc:W,12-04-2025:52ef95b5860fb28c:L,07-12-2024:242d36d241b43c12:W,16-12-2023:fba03cd6cc28dc41:L,23-09-2023:82a5152216251682:W",img/bryce_mitchell.png,http://ufcstats.com/fighter-details/d9c6f19f958643e9
Terrence Mitchell,Bantamweight,,30-12-1989,14-4-0,26,9,36,2,1,0,0,1,0,1,66,114,70,74,0,2,0,0,0,0,2,0,0,122,62,2,2,1,2,"16-09-2023:fe2babf95de24fb1:L,08-07-2023:3c8a5200436e19f3:L",img/terrence_mitchell.png,http://ufcstats.com/fighter-details/f3ca6908f78efebe
Patchy Mix (No Love),Bantamweight,,16-08-1993,20-3-0,362,159,219,8,5,0,0,3,0,0,461,124,71,70,0,2,0,0,0,0,0,0,2,900,385,0,0,3,2,"04-10-2025:6902fcf0610dd303:L,07-06-2025:bc711b6dd95c1af6:L",img/patchy_mix.png,http://ufcstats.com/fighter-details/2cfba6c837c03ed0
Mizuki,W_Strawweight,15,19-08-1994,16-6-0,208,117,73,4,3,17,0,1,1,0,659,274,63,65,2,0,0,0,0,2,0,0,0,900,157,20,3,1,2,"25-10-2025:bc7d1ad49fcb2d08:W,23-09-2023:26e3f3928b1891d9:W",img/mizuki.png,http://ufcstats.com/fighter-details/43a59ce3bb40449e
Thiago Moises,Lightweight,,23-03-1995,19-9-0,264,133,239,13,3,4,3,0,1,3,929,696,69,70,2,3,0,1,0,1,2,0,1,643,442,12,8,0,5,"17-05-2025:7026eca45f65377b:L,11-01-2025:cfc3e7bb44685289:W,08-06-2024:5b86d491d63890c5:L,16-03-2024:e99eb0ef25885de5:W,02-09-2023:c2299ec916bc7c56:L",img/thiago_moises.png,http://ufcstats.com/fighter-details/d945aae53e3e54e6
Muhammad Mokaev (The Punisher),Flyweight,,30-07-2000,13-0-0 (1 NC),249,107,89,42,13,1,3,4,0,0,1399,421,67,70,4,0,0,0,2,2,0,0,0,863,215,2,1,4,4,"27-07-2024:5d1b7e3dd9e11074:W,02-03-2024:ab2b4ff41d6ebe0f:W,21-10-2023:c96d9178c9ed9e62:W,18-03-2023:65adf3856c4d9256:W",img/muhammad_mokaev.png,http://ufcstats.com/fighter-details/75353550928a7921
Joseph Morales (Bopo),Flyweight,,22-08-1994,15-2-0,74,34,32,5,2,1,3,0,0,0,290,79,66,69,2,0,0,0,2,0,0,0,0,329,67,2,1,0,2,"08-11-2025:67c1d46f4ed16f9e:W,16-08-2025:30cad5a751adcb48:W",img/joseph_morales.png,http://ufcstats.com/fighter-details/2fe9032955c2e013
Vince Morales (Vandetta),Bantamweight,,12-11-1990,16-10-0,258,96,154,11,5,6,5,1,0,0,503,761,67,70,0,3,0,0,0,0,0,0,3,900,338,13,7,1,3,"29-03-2025:fe2babf95de24fb1:L,15-02-2025:7478b7f959ba61f5:L,28-09-2024:8b1ed83b02303075:L",img/vince_morales.png,http://ufcstats.com/fighter-details/37098a6e6c27fb66
Omar Morales (Venezuelan Fighter),Lightweight,,17-10-1985,11-4-0,80,47,53,0,0,9,0,0,0,0,2,391,71,73,0,1,0,0,0,0,0,0,1,900,83,14,5,0,1,18-03-2023:fd406a32a6fb3a29:L,img/omar_morales.png,http://ufcstats.com/fighter-details/a0e6753c42698f13
Alex Morono (The Great White),Welterweight,,16-08-1990,24-13-0 (1 NC),1082,361,578,5,2,7,2,0,0,1,89,803,71,72,2,5,0,0,1,1,1,0,4,740,1186,18,11,0,7,"07-02-2026:70dd69b6a703257e:L,08-03-2025:28d421729451c8ca:L,12-10-2024:8a1f3b5c526cd6e6:L,01-06-2024:d8da10db80131bec:L,06-04-2024:523fa774700d7d3f:W,07-10-2023:b9437600497350f3:L,13-05-2023:4b47e71384a9522f:W",img/alex_morono.png,http://ufcstats.com/fighter-details/cdb96af67d096b1e
Maryna Moroz (Iron Lady),W_Flyweight,,08-09-1991,11-6-0,250,118,166,2,1,0,0,0,0,1,472,63,67,67,0,2,0,0,0,0,0,1,1,599,302,2,2,1,2,"09-03-2024:12f91bfa8f1f723b:L,19-08-2023:9d62c2d8ee151f08:L",img/maryna_moroz.png,http://ufcstats.com/fighter-details/b4192a975027aab6
Nikolas Motta (Iron),Lightweight,,08-02-1993,15-6-0 (1 NC),457,186,232,0,0,14,0,1,4,2,117,358,69,70,2,2,0,1,0,1,2,0,0,484,439,17,3,1,5,"21-06-2025:ff62013d2fce6d13:L,23-11-2024:8c1ca54b5089d199:W,13-01-2024:6c3b2525436cf5d4:W,18-11-2023:cfc3e7bb44685289:NC,17-06-2023:2e7878927067fdca:L",img/nikolas_motta.png,http://ufcstats.com/fighter-details/37f560436d745c18
Eduarda Moura (Ronda),Catch Weight,,28-02-1994,12-2-0,469,177,178,48,16,8,1,4,0,1,1674,396,66,67,3,2,0,1,0,2,0,0,2,806,429,10,2,4,5,"07-02-2026:2997e7fe3c9d3d4a:L,12-07-2025:729d4bd5a6cd0a97:W,16-11-2024:4798e823ada58fe9:W,08-06-2024:cffb87059e645bd1:L,04-11-2023:1235b31de15d0c6e:W",img/eduarda_moura.png,http://ufcstats.com/fighter-details/de594b35c45c2e9a
Kris Moutinho,Bantamweight,,09-08-1992,14-8-0,98,34,63,3,0,3,0,2,0,1,31,434,67,68,0,2,0,0,0,0,1,0,1,528,100,10,7,2,2,"28-02-2026:7debc13b36343605:L,14-06-2025:2e45d08b3f2f02c8:L",img/kris_moutinho.png,http://ufcstats.com/fighter-details/9c27f3217891f3f0
Belal Muhammad (Remember the Name),Welterweight,4,09-07-1988,24-5-0 (1 NC),861,388,378,29,12,9,0,0,0,0,1138,510,71,72,2,2,0,0,0,2,0,0,2,1350,701,11,2,0,4,"22-11-2025:442c9011034ae1fd:L,10-05-2025:6b453bc35a823c3f:L,27-07-2024:f1fac969a1d70b08:W,06-05-2023:23024fdfc966410a:W",img/belal_muhammad.png,http://ufcstats.com/fighter-details/b1b0729d27936f2f
Jamie Mullarkey,Lightweight,,17-08-1994,18-9-0,404,193,203,28,7,4,0,1,0,4,563,56,72,74,2,4,0,0,0,2,3,1,0,474,451,6,2,2,6,"31-01-2026:17734443a833cdf7:L,27-09-2025:40a456a25d52ee65:W,04-05-2024:9c393e836a852f30:L,09-12-2023:b7b84ccd221be298:L,09-09-2023:c21a036b4e012f1c:W,03-06-2023:8d11d9c13e2ccdf7:L",img/jamie_mullarkey.png,http://ufcstats.com/fighter-details/af9f42e6894047fc
Melissa Mullins (No Mess),W_Bantamweight,,23-07-1991,7-2-0,327,165,195,14,6,6,0,0,0,2,1156,144,67,68,2,2,0,1,0,1,1,0,1,666,414,7,1,0,4,"21-06-2025:07047eb7d17fb0a2:L,09-11-2024:9f5e3c20ce40b344:W,06-04-2024:f2b3f4ef3f780168:L,14-10-2023:103e2e33a60683e1:W",img/melissa_mullins.png,http://ufcstats.com/fighter-details/bd532e9a2b93870c
Pedro Munhoz (The Young Punisher),Bantamweight,,07-09-1986,20-10-0 (2 NC),887,320,441,16,1,2,0,0,1,0,200,8,66,65,1,3,0,0,0,1,0,0,3,900,865,2,0,0,4,"02-11-2024:24656ef4d605c96f:L,09-03-2024:60425d07ef4b91a7:L,19-08-2023:7c7332319c14094c:L,15-04-2023:45f0cc9d18f35137:W",img/pedro_munhoz.png,http://ufcstats.com/fighter-details/6bd02119599741a4
Andre Muniz (Sergipano),Middleweight,,17-02-1990,24-8-0,144,69,136,20,14,0,0,1,0,2,699,425,73,78,1,3,0,0,0,1,3,0,0,518,260,2,2,1,4,"04-10-2025:4144798612ef96e5:L,26-04-2025:b07aed698fba8624:L,09-12-2023:285ae0b4a68221f4:W,22-07-2023:eabf206b162b3b83:L",img/andre_muniz.png,http://ufcstats.com/fighter-details/886264a0c9f4ea5e
Alexander Munoz,Lightweight,,27-02-1990,7-2-0,111,44,37,7,3,2,0,0,1,0,234,0,69,72,1,0,0,0,0,1,0,0,0,900,108,2,0,0,1,15-07-2023:914a897455693650:W,img/alexander_munoz.png,http://ufcstats.com/fighter-details/f8f1ec513bcfef43
Johnny Munoz (Kid Kvenbo),Bantamweight,,16-02-1993,12-4-0,75,25,94,19,5,3,4,0,0,1,349,986,69,71,0,2,0,0,0,0,0,0,2,900,157,8,5,0,2,"07-10-2023:7d420039bbfe7c1a:L,03-06-2023:b67d6bacc68d4c92:L",img/johnny_munoz.png,http://ufcstats.com/fighter-details/f6bcbd91b114ff58
Makhmud Muradov,Middleweight,,08-02-1990,26-8-0 (1 NC),98,55,29,16,13,1,0,0,2,0,310,2,74,75,1,0,0,0,0,1,0,0,0,455,83,1,0,0,2,"03-02-2024:7ab478c397cd68ef:NC,22-07-2023:a331233f597090a5:W",img/makhmud_muradov.png,http://ufcstats.com/fighter-details/ea7e5bc78d9de658
Kanako Murata,W_Strawweight,,10-08-1993,12-3-0,64,34,31,6,5,1,0,0,0,0,610,42,61,62,0,1,0,0,0,0,0,0,1,900,65,1,0,0,1,07-10-2023:2c483cf443f38ece:L,img/kanako_murata.png,http://ufcstats.com/fighter-details/e0b0cf71e0d69dd0
Lauren Murphy (Lucky),W_Flyweight,,27-07-1983,16-7-0,145,38,64,9,2,1,2,0,0,0,63,182,65,67,0,1,0,0,0,0,0,0,1,900,235,3,2,0,1,12-07-2025:de594b35c45c2e9a:L,img/lauren_murphy.png,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97
Josias Musasa (The KO Wizard),Bantamweight,,10-10-1998,8-2-0,120,56,78,3,1,14,0,2,0,1,62,479,68,74,0,2,0,0,0,0,0,1,1,548,135,16,2,3,2,"27-09-2025:ed7d329d7c29428d:L,15-03-2025:07f959e6596307bb:L",img/josias_musasa.png,http://ufcstats.com/fighter-details/723b64c0e9a8f348
Tofiq Musayev,Lightweight,,15-12-1989,22-6-0,6,2,2,0,0,2,0,0,0,0,12,220,69,69,0,1,0,0,0,0,0,1,0,275,7,5,3,1,1,21-06-2025:bf2c8e01b07d3eb1:L,img/tofiq_musayev.png,http://ufcstats.com/fighter-details/ae81a3ac7b260411
Muhammad Naimov (Hillman),Featherweight,,07-08-1994,13-4-0,432,175,215,26,9,25,1,0,1,1,1207,962,69,70,5,2,0,2,0,3,1,1,0,645,389,34,9,1,7,"06-12-2025:480779d7f9a424d3:L,21-06-2025:fb37795db81f93f3:W,01-02-2025:7facc9c45d792985:W,22-06-2024:9256f591b30c073e:L,24-02-2024:21b813b919776d90:W,21-10-2023:329e403448756217:W,03-06-2023:af9f42e6894047fc:W",img/muhammad_naimov.png,http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7
Rinya Nakamura (Hybred),Bantamweight,,23-03-1995,10-1-0,219,117,67,8,7,1,4,1,1,1,1452,157,67,68,3,1,0,1,0,2,0,0,1,690,188,1,0,1,4,"02-08-2025:a2d342ffc83913ed:W,18-01-2025:a54660deb6a8489c:L,17-02-2024:07f959e6596307bb:W,26-08-2023:9e92e1ca498d7244:W",img/rinya_nakamura.png,http://ufcstats.com/fighter-details/d8c811df0386d5e8
Keiichiro Nakamura,Featherweight,,02-12-1998,8-1-0,119,45,79,0,0,0,0,0,1,0,4,0,70,70,1,0,0,1,0,0,0,0,0,828,204,1,1,0,1,31-01-2026:f201f21cf2c79eb2:W,img/keiichiro_nakamura.png,http://ufcstats.com/fighter-details/3618e0632ecdba9c
Tyson Nam,Flyweight,,06-10-1983,21-14-1,213,81,46,0,0,9,0,0,0,0,30,22,67,68,0,1,0,0,0,0,0,0,1,900,189,11,2,0,1,15-07-2023:7f1bf0c255ec8756:L,img/tyson_nam.png,http://ufcstats.com/fighter-details/6e00cfffd54653c4
Allan Nascimento (Puro Osso),Flyweight,,11-09-1991,22-6-0,139,64,71,7,1,5,2,1,0,0,444,385,68,69,2,0,0,0,1,1,0,0,0,696,158,10,5,1,2,"01-11-2025:7f6ed67d3ed3c036:W,31-05-2025:65adf3856c4d9256:W",img/allan_nascimento.png,http://ufcstats.com/fighter-details/253076a23d03dcd0
Ismail Naurdiev,Middleweight,,18-08-1996,25-8-0,275,145,82,15,4,9,0,1,1,0,438,399,70,74,2,1,0,1,0,1,0,0,1,628,210,11,2,1,3,"22-11-2025:d5bab53a1a603aac:W,21-06-2025:285ae0b4a68221f4:L,26-10-2024:12ebd7d157e91701:W",img/ismail_naurdiev.png,http://ufcstats.com/fighter-details/6a96ad1bc34fb113
Tafon Nchukwi (Da Don),Middleweight,,14-10-1994,6-4-0,99,53,67,0,0,1,0,0,0,0,0,273,72,77,0,1,0,0,0,0,0,0,1,900,134,3,2,0,1,12-08-2023:009c4420727149ea:L,img/tafon_nchukwi.png,http://ufcstats.com/fighter-details/6aae253467e8f9ce
Gunnar Nelson (Gunni),Welterweight,,28-07-1988,19-6-1,35,25,62,12,4,1,2,0,0,1,762,64,71,72,1,1,0,0,1,0,0,0,1,595,101,1,0,0,2,"22-03-2025:3a46b268013afede:L,18-03-2023:a331233f597090a5:W",img/gunnar_nelson.png,http://ufcstats.com/fighter-details/fd55393021a8c255
Kyle Nelson (The Monster),Lightweight,,20-04-1991,17-6-1,506,237,212,9,2,5,0,0,1,0,513,386,71,71,4,1,0,1,0,3,1,0,0,635,559,7,2,0,5,"18-10-2025:dccb63727f2f5f74:W,07-09-2024:97cf1a2c7c5e7889:L,30-03-2024:9abc648e76c4493a:W,16-09-2023:d2f43cfaf8ca3560:W,10-06-2023:5095b0920a3602aa:W",img/kyle_nelson.png,http://ufcstats.com/fighter-details/31f8081c7600da93
Journey Newson,Catch Weight,,07-03-1989,10-5-0 (1 NC),46,13,25,6,0,0,0,0,0,1,63,31,65,67,0,1,0,0,0,0,0,1,0,423,53,0,0,1,1,29-04-2023:c0ac37a4a1133da9:L,img/journey_newson.png,http://ufcstats.com/fighter-details/78f485f851891d68
Steven Nguyen (The Ninja),Featherweight,,19-05-1993,10-2-0,400,155,162,1,1,5,0,0,6,1,186,20,71,73,1,1,0,1,0,0,0,0,1,750,358,5,0,0,2,"26-07-2025:3753714927f18437:W,23-03-2024:082eba4cd80f736f:L",img/steven_nguyen.png,http://ufcstats.com/fighter-details/69037fc7730e4225
Bo Nickal,Middleweight,,14-01-1996,8-1-0,250,154,99,11,6,9,3,0,2,1,679,192,73,76,4,1,0,2,1,1,1,0,0,522,246,9,0,0,5,"15-11-2025:260e9e0d4954aea6:W,03-05-2025:d549cefc7c54ab78:L,16-11-2024:eabf206b162b3b83:W,13-04-2024:f14f644d41ade29f:W,08-07-2023:7a47e068f8017019:W",img/bo_nickal.png,http://ufcstats.com/fighter-details/35673bf5204524ee
Matheus Nicolau,Flyweight,,06-01-1993,19-6-1,102,40,63,1,0,5,1,0,0,3,0,326,66,66,0,3,0,0,0,0,2,0,1,488,147,6,1,0,3,"19-10-2024:8d3273573b85be09:L,27-04-2024:ab2b4ff41d6ebe0f:L,15-04-2023:6e15f63b6c2e2c15:L",img/matheus_nicolau.png,http://ufcstats.com/fighter-details/1a31ef98efce7a79
Stewart Nicoll (Kakamora),Flyweight,,11-04-1996,8-2-0,155,53,118,21,3,1,0,0,0,0,214,101,65,65,0,2,0,0,0,0,0,1,1,529,231,4,3,1,2,"11-10-2025:e0d3d9b564f95635:L,17-08-2024:c051c2e12d692b8a:L",img/stewart_nicoll.png,http://ufcstats.com/fighter-details/2bd98ab77a8daa75
Chidi Njokuani (Bang Bang),Welterweight,,31-12-1988,25-12-0 (1 NC),704,409,274,6,0,23,0,1,1,0,634,1131,75,80,3,4,0,1,0,2,1,1,2,623,670,30,7,2,7,"21-02-2026:28d421729451c8ca:L,12-07-2025:a845f0735bc67405:L,15-03-2025:8adcbd525fab8d9b:W,12-10-2024:c730a0be691dc081:W,30-03-2024:f748267c4ab6c127:W,26-08-2023:0d65c432720accb9:L,25-03-2023:6b7c7460855dbbb9:L",img/chidi_njokuani.png,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef
Tom Nolan (Big Train),Lightweight,,08-03-2000,10-1-0,496,224,189,9,2,5,5,1,0,2,179,522,75,73,4,1,0,1,1,2,1,0,0,468,366,7,2,1,5,"27-09-2025:b39f7a6c2be17ee8:W,08-02-2025:19c591115a58982c:W,17-08-2024:dc07493a87dc0a6e:W,18-05-2024:3e708ce33b6b18e6:W,13-01-2024:37f560436d745c18:L",img/tom_nolan.png,http://ufcstats.com/fighter-details/6c3b2525436cf5d4
Eric Nolan (Nightime),Middleweight,,13-09-1997,8-4-0,56,22,36,1,0,5,0,0,0,0,17,199,74,74,0,1,0,0,0,0,0,1,0,421,62,7,2,1,1,16-08-2025:d1feea7a4bdcd503:L,img/eric_nolan.png,http://ufcstats.com/fighter-details/64b12fe31be7560c
Shayilan Nuerdanbieke (Wolverine),Featherweight,,04-05-1994,39-12-0,43,24,33,12,5,0,1,1,1,1,600,195,68,69,0,2,0,0,0,0,1,1,0,523,75,2,2,2,2,"15-06-2024:20bccc9bb4ceb23e:L,08-04-2023:97cf1a2c7c5e7889:L",img/shayilan_nuerdanbieke.png,http://ufcstats.com/fighter-details/0a73acff6325c1e2
Amanda Nunes (The Lioness),W_Bantamweight,,30-05-1988,23-5-0,267,142,41,13,6,0,0,0,0,0,420,10,68,69,1,0,0,0,0,1,0,0,0,1500,143,0,0,0,1,10-06-2023:578ef12674df1e6a:W,img/amanda_nunes.png,http://ufcstats.com/fighter-details/80fa8218c99f9c58
Istela Nunes,W_Strawweight,,23-07-1992,6-6-0 (1 NC),68,38,35,1,0,2,0,0,0,0,195,280,64,66,0,2,0,0,0,0,1,0,1,467,87,6,4,0,2,"05-04-2025:4e30e4250cb08b61:L,15-07-2023:6c9b66b43663f2f7:L",img/istela_nunes.png,http://ufcstats.com/fighter-details/efc67b07eed39794
Josiane Nunes (Josi),W_Bantamweight,,23-12-1993,10-4-0,325,130,186,1,0,0,0,0,0,1,34,424,62,67,0,3,0,0,0,0,1,0,2,655,377,2,2,0,3,"15-03-2025:b1e5bcaad32a3cac:L,24-08-2024:e3964ece586e0635:L,16-03-2024:af9efbfd63d39734:L",img/josiane_nunes.png,http://ufcstats.com/fighter-details/68d35296f566792b
Diyar Nurgozhay,Light_Heavyweight,,22-04-1997,10-2-0,193,118,69,4,3,7,0,2,0,2,155,235,74,74,1,2,0,0,0,1,0,2,0,484,168,9,2,4,3,"07-03-2026:d6a8edb7410223a0:W,23-08-2025:02f484417a6fa69d:L,15-03-2025:49edd0d90f60fb7d:L",img/diyar_nurgozhay.png,http://ufcstats.com/fighter-details/709fadb644ee3f51
Said Nurmagomedov,Bantamweight,,05-04-1992,18-5-0,122,63,57,9,1,9,2,1,1,0,254,1023,68,70,1,2,0,0,1,0,0,0,2,624,117,15,6,1,3,"26-07-2025:d9c6f19f958643e9:L,01-02-2025:18d01f7f8338ae72:L,21-10-2023:a54660deb6a8489c:W",img/said_nurmagomedov.png,http://ufcstats.com/fighter-details/0fd5f4b838e890cc
Abubakar Nurmagomedov,Welterweight,,13-11-1989,17-4-1,54,29,42,8,1,2,0,0,0,0,376,15,71,72,0,1,0,0,0,0,0,0,1,900,113,2,0,0,1,03-06-2023:8adcbd525fab8d9b:L,img/abubakar_nurmagomedov.png,http://ufcstats.com/fighter-details/029e1293e609fd74
Kennedy Nzechukwu (Chosen),Heavyweight,,13-06-1992,14-6-1,541,276,264,2,0,19,1,0,1,2,454,482,77,83,3,3,1,2,1,0,1,1,1,420,525,24,5,1,7,"13-12-2025:095854a135e6db55:D,12-07-2025:f5779a2303ed76ec:L,07-12-2024:0c25d0a5e8cdbf19:W,26-10-2024:7a5e8c94a86f9895:W,16-03-2024:50db8711c70196cd:L,05-08-2023:e4277e87a789d687:L,06-05-2023:cc7040fe76f0ef91:W",img/kennedy_nzechukwu.png,http://ufcstats.com/fighter-details/8667caa0451d245b
Sean O'Malley (Suga),Bantamweight,3,24-10-1994,19-3-0 (1 NC),629,381,276,0,0,22,0,0,1,0,21,1152,71,72,3,2,0,1,0,2,0,1,1,1026,649,36,14,1,5,"24-01-2026:efb96bf3e9ada36f:W,07-06-2025:c03520b5c88ed6b4:L,14-09-2024:c03520b5c88ed6b4:L,09-03-2024:7c7332319c14094c:W,19-08-2023:cb696ebfb6598724:W",img/sean_omalley.png,http://ufcstats.com/fighter-details/b50a426a33da0012
