Tipo_Encuentro,Codigo_A,Apodo_A,Score_AT_A,Score_ANT_A,Score_PT_A,Score_PNT_A,Codigo_B,Apodo_B,Score_AT_B,Score_ANT_B,Score_PT_B,Score_PNT_B,Delta_BASE_ponderado,Dominante,Intensidad,Prediccion_Breve,Zona_Clave,Tactica_A,Tactica_B,Descripcion_Choque
Triple vs Triple,PNT+AT+ANT,El Legionario,0.3,0.2,0.0,0.5,PNT+ANT+PT,El Martillo de Hierro,0.0,0.3,0.2,0.5,-0.02,B,Parejo,Combate equilibrado entre El Legionario y El Martillo de Hierro.,"Claves en Zona de acción, Zona de decisión, Zona de búsqueda vs Zona de acción, Zona de búsqueda, Zona de control",El Legionario se mantendrá defensivo en zona retrasada y El Legionario buscará imponer técnica en zona de decisión y El Legionario presionará desde la zona de búsqueda con actividad,El Martillo de Hierro se mantendrá defensivo en zona retrasada y El Martillo de Hierro presionará desde la zona de búsqueda con actividad y El Martillo de Hierro esperará en zona de control con precisión,"Choque entre El Legionario y El Martillo de Hierro, donde el legionario se mantendrá defensivo en zona retrasada y el legionario buscará imponer técnica en zona de decisión y el legionario presionará desde la zona de búsqueda con actividad mientras el martillo de hierro se mantendrá defensivo en zona retrasada y el martillo de hierro presionará desde la zona de búsqueda con actividad y el martillo de hierro esperará en zona de control con precisión."
Triple vs Triple,PNT+AT+ANT,El Legionario,0.3,0.2,0.0,0.5,PNT+PT+ANT,El Coloso Salvaje,0.0,0.2,0.3,0.5,-0.004,B,Parejo,Combate equilibrado entre El Legionario y El Coloso Salvaje.,"Claves en Zona de acción, Zona de decisión, Zona de búsqueda vs Zona de acción, Zona de control, Zona de búsqueda",El Legionario se mantendrá defensivo en zona retrasada y El Legionario buscará imponer técnica en zona de decisión y El Legionario presionará desde la zona de búsqueda con actividad,El Coloso Salvaje se mantendrá defensivo en zona retrasada y El Coloso Salvaje esperará en zona de control con precisión y El Coloso Salvaje presionará desde la zona de búsqueda con actividad,"Choque entre El Legionario y El Coloso Salvaje, donde el legionario se mantendrá defensivo en zona retrasada y el legionario buscará imponer técnica en zona de decisión y el legionario presionará desde la zona de búsqueda con actividad mientras el coloso salvaje se mantendrá defensivo en zona retrasada y el coloso salvaje esperará en zona de control con precisión y el coloso salvaje presionará desde la zona de búsqueda con actividad."
Triple vs Triple,PNT+AT+ANT,El Legionario,0.3,0.2,0.0,0.5,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,0.02,A,Parejo,Combate equilibrado entre El Legionario y El Bárbaro del Octágono.,"Claves en Zona de acción, Zona de decisión, Zona de búsqueda vs Zona de control, Zona de búsqueda, Zona de acción",El Legionario se mantendrá defensivo en zona retrasada y El Legionario buscará imponer técnica en zona de decisión y El Legionario presionará desde la zona de búsqueda con actividad,El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,"Choque entre El Legionario y El Bárbaro del Octágono, donde el legionario se mantendrá defensivo en zona retrasada y el legionario buscará imponer técnica en zona de decisión y el legionario presionará desde la zona de búsqueda con actividad mientras el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada."
Triple vs Triple,PNT+AT+ANT,El Legionario,0.3,0.2,0.0,0.5,PT+PNT+ANT,El Titán Silencioso,0.0,0.2,0.5,0.3,0.023,A,Parejo,Combate equilibrado entre El Legionario y El Titán Silencioso.,"Claves en Zona de acción, Zona de decisión, Zona de búsqueda vs Zona de control, Zona de acción, Zona de búsqueda",El Legionario se mantendrá defensivo en zona retrasada y El Legionario buscará imponer técnica en zona de decisión y El Legionario presionará desde la zona de búsqueda con actividad,El Titán Silencioso esperará en zona de control con precisión y El Titán Silencioso se mantendrá defensivo en zona retrasada y El Titán Silencioso presionará desde la zona de búsqueda con actividad,"Choque entre El Legionario y El Titán Silencioso, donde el legionario se mantendrá defensivo en zona retrasada y el legionario buscará imponer técnica en zona de decisión y el legionario presionará desde la zona de búsqueda con actividad mientras el titán silencioso esperará en zona de control con precisión y el titán silencioso se mantendrá defensivo en zona retrasada y el titán silencioso presionará desde la zona de búsqueda con actividad."
Triple vs Basico,PNT+AT+PT,El Centinela de Acero,0.3,0.0,0.2,0.5,ANT,El Depredador,0.0,1.0,0.0,0.0,-0.105,B,Ventaja amplia B,Ligera ventaja para El Depredador.,"Claves en Zona de acción, Zona de decisión, Zona de control vs Zona de búsqueda",El Centinela de Acero se mantendrá defensivo en zona retrasada y El Centinela de Acero buscará imponer técnica en zona de decisión y El Centinela de Acero esperará en zona de control con precisión,El Depredador presionará desde la zona de búsqueda con actividad,"Choque entre El Centinela de Acero y El Depredador, donde el centinela de acero se mantendrá defensivo en zona retrasada y el centinela de acero buscará imponer técnica en zona de decisión y el centinela de acero esperará en zona de control con precisión mientras el depredador presionará desde la zona de búsqueda con actividad."
Triple vs Basico,PNT+AT+PT,El Centinela de Acero,0.3,0.0,0.2,0.5,AT,El Estratega,1.0,0.0,0.0,0.0,0.08,A,Ventaja ligera A,Ligera ventaja para El Centinela de Acero.,"Claves en Zona de acción, Zona de decisión, Zona de control vs Zona de decisión",El Centinela de Acero se mantendrá defensivo en zona retrasada y El Centinela de Acero buscará imponer técnica en zona de decisión y El Centinela de Acero esperará en zona de control con precisión,El Estratega buscará imponer técnica en zona de decisión,"Choque entre El Centinela de Acero y El Estratega, donde el centinela de acero se mantendrá defensivo en zona retrasada y el centinela de acero buscará imponer técnica en zona de decisión y el centinela de acero esperará en zona de control con precisión mientras el estratega buscará imponer técnica en zona de decisión."
Triple vs Basico,PNT+AT+PT,El Centinela de Acero,0.3,0.0,0.2,0.5,PNT,El Escudo,0.0,0.0,0.0,1.0,-0.07,B,Ventaja ligera B,Ligera ventaja para El Escudo.,"Claves en Zona de acción, Zona de decisión, Zona de control vs Zona de acción",El Centinela de Acero se mantendrá defensivo en zona retrasada y El Centinela de Acero buscará imponer técnica en zona de decisión y El Centinela de Acero esperará en zona de control con precisión,El Escudo se mantendrá defensivo en zona retrasada,"Choque entre El Centinela de Acero y El Escudo, donde el centinela de acero se mantendrá defensivo en zona retrasada y el centinela de acero buscará imponer técnica en zona de decisión y el centinela de acero esperará en zona de control con precisión mientras el escudo se mantendrá defensivo en zona retrasada."
Triple vs Basico,PNT+AT+PT,El Centinela de Acero,0.3,0.0,0.2,0.5,PT,El Francotirador,0.0,0.0,1.0,0.0,0.055,A,Ventaja ligera A,Ligera ventaja para El Centinela de Acero.,"Claves en Zona de acción, Zona de decisión, Zona de control vs Zona de control",El Centinela de Acero se mantendrá defensivo en zona retrasada y El Centinela de Acero buscará imponer técnica en zona de decisión y El Centinela de Acero esperará en zona de control con precisión,El Francotirador esperará en zona de control con precisión,"Choque entre El Centinela de Acero y El Francotirador, donde el centinela de acero se mantendrá defensivo en zona retrasada y el centinela de acero buscará imponer técnica en zona de decisión y el centinela de acero esperará en zona de control con precisión mientras el francotirador esperará en zona de control con precisión."
Triple vs Dual,PNT+AT+PT,El Centinela de Acero,0.3,0.0,0.2,0.5,ANT+AT,El Vendaval,0.4,0.6,0.0,0.0,-0.031,B,Parejo,Combate equilibrado entre El Centinela de Acero y El Vendaval.,"Claves en Zona de acción, Zona de decisión, Zona de control vs Zona de búsqueda, Zona de decisión",El Centinela de Acero se mantendrá defensivo en zona retrasada y El Centinela de Acero buscará imponer técnica en zona de decisión y El Centinela de Acero esperará en zona de control con precisión,El Vendaval presionará desde la zona de búsqueda con actividad y El Vendaval buscará imponer técnica en zona de decisión,"Choque entre El Centinela de Acero y El Vendaval, donde el centinela de acero se mantendrá defensivo en zona retrasada y el centinela de acero buscará imponer técnica en zona de decisión y el centinela de acero esperará en zona de control con precisión mientras el vendaval presionará desde la zona de búsqueda con actividad y el vendaval buscará imponer técnica en zona de decisión."
Triple vs Dual,PNT+AT+PT,El Centinela de Acero,0.3,0.0,0.2,0.5,AT+ANT,El Huracán,0.6,0.4,0.0,0.0,0.006,A,Parejo,Combate equilibrado entre El Centinela de Acero y El Huracán.,"Claves en Zona de acción, Zona de decisión, Zona de control vs Zona de decisión, Zona de búsqueda",El Centinela de Acero se mantendrá defensivo en zona retrasada y El Centinela de Acero buscará imponer técnica en zona de decisión y El Centinela de Acero esperará en zona de control con precisión,El Huracán buscará imponer técnica en zona de decisión y El Huracán presionará desde la zona de búsqueda con actividad,"Choque entre El Centinela de Acero y El Huracán, donde el centinela de acero se mantendrá defensivo en zona retrasada y el centinela de acero buscará imponer técnica en zona de decisión y el centinela de acero esperará en zona de control con precisión mientras el huracán buscará imponer técnica en zona de decisión y el huracán presionará desde la zona de búsqueda con actividad."
Triple vs Dual,PNT+AT+PT,El Centinela de Acero,0.3,0.0,0.2,0.5,AT+PNT,El Guardián,0.6,0.0,0.0,0.4,0.02,A,Parejo,Combate equilibrado entre El Centinela de Acero y El Guardián.,"Claves en Zona de acción, Zona de decisión, Zona de control vs Zona de decisión, Zona de acción",El Centinela de Acero se mantendrá defensivo en zona retrasada y El Centinela de Acero buscará imponer técnica en zona de decisión y El Centinela de Acero esperará en zona de control con precisión,El Guardián buscará imponer técnica en zona de decisión y El Guardián se mantendrá defensivo en zona retrasada,"Choque entre El Centinela de Acero y El Guardián, donde el centinela de acero se mantendrá defensivo en zona retrasada y el centinela de acero buscará imponer técnica en zona de decisión y el centinela de acero esperará en zona de control con precisión mientras el guardián buscará imponer técnica en zona de decisión y el guardián se mantendrá defensivo en zona retrasada."
Triple vs Dual,PNT+AT+PT,El Centinela de Acero,0.3,0.0,0.2,0.5,AT+PT,El Cirujano,0.6,0.0,0.4,0.0,0.07,A,Ventaja ligera A,Ligera ventaja para El Centinela de Acero.,"Claves en Zona de acción, Zona de decisión, Zona de control vs Zona de decisión, Zona de control",El Centinela de Acero se mantendrá defensivo en zona retrasada y El Centinela de Acero buscará imponer técnica en zona de decisión y El Centinela de Acero esperará en zona de control con precisión,El Cirujano buscará imponer técnica en zona de decisión y El Cirujano esperará en zona de control con precisión,"Choque entre El Centinela de Acero y El Cirujano, donde el centinela de acero se mantendrá defensivo en zona retrasada y el centinela de acero buscará imponer técnica en zona de decisión y el centinela de acero esperará en zona de control con precisión mientras el cirujano buscará imponer técnica en zona de decisión y el cirujano esperará en zona de control con precisión."
Triple vs Dual,PNT+AT+PT,El Centinela de Acero,0.3,0.0,0.2,0.5,PNT+AT,El Bastión Técnico,0.4,0.0,0.0,0.6,-0.01,B,Parejo,Combate equilibrado entre El Centinela de Acero y El Bastión Técnico.,"Claves en Zona de acción, Zona de decisión, Zona de control vs Zona de acción, Zona de decisión",El Centinela de Acero se mantendrá defensivo en zona retrasada y El Centinela de Acero buscará imponer técnica en zona de decisión y El Centinela de Acero esperará en zona de control con precisión,El Bastión Técnico se mantendrá defensivo en zona retrasada y El Bastión Técnico buscará imponer técnica en zona de decisión,"Choque entre El Centinela de Acero y El Bastión Técnico, donde el centinela de acero se mantendrá defensivo en zona retrasada y el centinela de acero buscará imponer técnica en zona de decisión y el centinela de acero esperará en zona de control con precisión mientras el bastión técnico se mantendrá defensivo en zona retrasada y el bastión técnico buscará imponer técnica en zona de decisión."
